,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
463,OTU123_suspect_mock_chimera,GS,98.9,BOLD:AAP2868.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,966,BOLD:AAP2868
464,OTU126_suspect_mock_chimera,GS,100.0,BOLD:AAG4867.1,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Leia,NA,une-26,942,BOLD:AAG4867
465,OTU136_suspect_mock_chimera,GS,100.0,BOLD:AAP2866.1,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Paracoenia,Paracoenia fumosa,une-26,473,BOLD:AAP2866
466,OTU140_suspect_mock_chimera,GS,100.0,BOLD:AAB6943.4,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex territans,une-26,314,BOLD:AAB6943
467,OTU157_suspect_mock_chimera,GS,100.0,BOLD:AAG8491.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptomyza,Scaptomyza adusta,une-26,202,BOLD:AAG8491
468,OTU158_suspect_mock_chimera,SS,1.0000,BOLD:AAG9617.1,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,NA,NA,une-26,716,BOLD:AAG9617
469,OTU161_suspect_mock_chimera,GS,100.0,BOLD:AAA2218.4,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma hageni,une-26,106,BOLD:AAA2218
470,OTU163_suspect_mock_chimera,GS,99.4,BOLD:AAI3796.2,Animalia,Arthropoda,Insecta,Coleoptera,Stenotrachelidae,Cephaloon,Cephaloon lepturoides,une-26,100,BOLD:AAI3796
471,OTU179_suspect_mock_chimera,GS,100.0,BOLD:AAA4277.2,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,Toxomerus marginatus,une-26,108,BOLD:AAA4277
472,OTU181_suspect_mock_chimera,GS,100.0,BOLD:AAC0903.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus acidophilus,une-26,34,BOLD:AAC0903
473,OTU183_suspect_mock_chimera,GS,100.0,BOLD:ACM3626.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,544,BOLD:ACM3626
474,OTU187_suspect_mock_chimera,GS,100.0,BOLD:AAH0007.1,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga aldrichi,une-26,58,BOLD:AAH0007
475,OTU188_suspect_mock_chimera,GS,98.3,BOLD:ACP0710.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,une-26,289,BOLD:ACP0710
476,OTU202_suspect_mock_chimera,SS,0.9900,BOLD:AAP6352.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,383,BOLD:AAP6352
477,OTU218_suspect_mock_chimera,US,0.9881,BOLD:ACS9117.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-26,456,BOLD:ACS9117
478,OTU224_suspect_mock_chimera,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,une-26,409,BOLD:AAA4456
479,OTU288_suspect_mock_chimera,GS,99.4,BOLD:AAG0822.1,Animalia,Arthropoda,Insecta,Diptera,Coelopidae,Coelopa,Coelopa frigida,une-26,33,BOLD:AAG0822
480,OTU323_suspect_mock_variant,GS,100.0,BOLD:AAA8525.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra pyramidoides,une-26,57,BOLD:AAA8525
481,OTU335_suspect_mock_chimera,SS,0.9800,BOLD:AAG6832.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,388,BOLD:AAG6832
482,OTU337_suspect_mock_chimera,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,une-26,173,BOLD:AAG2724
483,OTU347_suspect_mock_chimera,GS,99.4,BOLD:ABW3351.1,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,NA,NA,une-26,193,BOLD:ABW3351
484,OTU358_suspect_mock_chimera,GS,100.0,BOLD:AAG4943.1,Animalia,Arthropoda,Insecta,Diptera,Keroplatidae,NA,NA,une-26,81,BOLD:AAG4943
485,OTU359_suspect_mock_chimera,GS,100.0,BOLD:AAB8911.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,Polydrusus formosus,une-26,180,BOLD:AAB8911
486,OTU369_suspect_mock_variant,GS,100.0,BOLD:AAA2323.4,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma thestealis,une-26,176,BOLD:AAA2323
487,OTU378_suspect_mock_chimera,GS,100.0,BOLD:AAA1697.1,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium verecundum complex,une-26,168,BOLD:AAA1697
488,OTU385_suspect_mock_chimera,GS,100.0,BOLD:AAN5316.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,une-26,74,BOLD:AAN5316
489,OTU391,US,0.9936,BOLD:AAP4827.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-26,153,BOLD:AAP4827
490,OTU441_suspect_mock_chimera,SS,1.0000,BOLD:ACX6117.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,60,BOLD:ACX6117
491,OTU444_suspect_mock_chimera,SS,1.0000,BOLD:ACT4876.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,127,BOLD:ACT4876
492,OTU462_suspect_mock_chimera,GS,100.0,BOLD:ACX5247.1,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Pentacricia,Pentacricia aldrichii,une-26,98,BOLD:ACX5247
493,OTU483_suspect_mock_chimera,GS,100.0,BOLD:AAB2626.1,Animalia,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,Ypsolopha dentella,une-26,113,BOLD:AAB2626
494,OTU554_suspect_mock_chimera,GSL,97.2,BOLD:ACE7334.2,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,une-26,88,BOLD:ACE7334
495,OTU555_suspect_mock_chimera,GSL,99.4,BOLD:ACE7470.3,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,NA,une-26,86,BOLD:ACE7470
496,OTU609,US,1.0000,BOLD:ACE2850.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,une-26,65,BOLD:ACE2850
497,OTU628_suspect_mock_chimera,GS,99.4,BOLD:AAG6745.1,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,une-26,38,BOLD:AAG6745
498,OTU671,US,1.0000,BOLD:AAA7968.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,une-26,65,BOLD:AAA7968
499,OTU688_suspect_mock_chimera,SS,0.9600,BOLD:AAP2866.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,63,BOLD:AAP2866
500,OTU689,US,0.9881,BOLD:ABA1219.4,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,44,BOLD:ABA1219
501,OTU711_suspect_mock_chimera,SS,0.9900,BOLD:AAG6832.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,33,BOLD:AAG6832
502,OTU742_suspect_mock_chimera,GS,98.3,BOLD:ABA7910.1,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,une-26,54,BOLD:ABA7910
503,OTU781_suspect_mock_chimera,GS,100.0,BOLD:AAM8971.3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta melanura,une-26,39,BOLD:AAM8971
504,OTU797_suspect_mock_chimera,SS,0.9800,BOLD:ACN2980.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-26,157,BOLD:ACN2980
505,OTU816_suspect_mock_chimera,GS,98.3,BOLD:ACZ8206.2,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Scatella,Scatella crassicosta,une-26,44,BOLD:ACZ8206
506,OTU854,US,0.9925,BOLD:ACI9135.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-26,40,BOLD:ACI9135
507,OTU855_suspect_mock_chimera,GS,100.0,BOLD:ACM5281.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,NA,NA,une-26,40,BOLD:ACM5281
508,OTU856,US,1.0000,BOLD:AAY5963.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-26,42,BOLD:AAY5963
509,OTU865_suspect_mock_chimera,GS,99.4,BOLD:AAB3790.6,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella verisimilis,une-26,40,BOLD:AAB3790
510,OTU887_suspect_mock_chimera,GSL,100.0,BOLD:ACF4733.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus neoperpallidus,une-26,37,BOLD:ACF4733
511,OTU921,US,1.0000,BOLD:ACR1092.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-26,35,BOLD:ACR1092
512,OTU933_suspect_mock_chimera,GS,100.0,BOLD:AAN5880.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,une-26,33,BOLD:AAN5880
513,OTU1156_suspect_mock_chimera,GS,98.3,BOLD:ACP9698.1,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Procecidochares,NA,une-26,131,BOLD:ACP9698
514,OTU3_suspect_mock_chimera,GS,100.0,BOLD:AAH2774.2,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum muelleri,une-28,170344,BOLD:AAH2774
515,OTU28_suspect_mock_chimera,GS,100.0,BOLD:ABW0392.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus nigrovittatus,une-28,1601,BOLD:ABW0392
516,OTU36_suspect_mock_chimera,GS,100.0,BOLD:AAH2293.1,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Eudioctria,Eudioctria propinqua,une-28,27003,BOLD:AAH2293
517,OTU45_suspect_mock_chimera,SS,1.0000,BOLD:ACW3762.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-28,1282,BOLD:ACW3762
518,OTU57_suspect_mock_chimera,GS,100.0,BOLD:ACL8128.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Eulasiona,Eulasiona comstocki,une-28,496,BOLD:ACL8128
519,OTU63_suspect_mock_chimera,GS,100.0,BOLD:AAG6534.2,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Atrichopogon,NA,une-28,162,BOLD:AAG6534
520,OTU74_suspect_mock_chimera,GS,99.4,BOLD:AAF9872.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Syneches,NA,une-28,46,BOLD:AAF9872
521,OTU142_suspect_mock_chimera,GS,100.0,BOLD:AAH2334.3,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Neoitamus,Neoitamus flavofemoratus,une-28,47,BOLD:AAH2334
522,OTU187_suspect_mock_chimera,GS,100.0,BOLD:AAH0007.1,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga aldrichi,une-28,159,BOLD:AAH0007
523,OTU207_suspect_mock_chimera,GS,100.0,BOLD:AAV4056.1,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Notiphila,Notiphila olivacea,une-28,414,BOLD:AAV4056
524,OTU230_suspect_mock_chimera,GS,100.0,BOLD:AAC2498.4,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina evecta,une-28,25,BOLD:AAC2498
525,OTU256_suspect_mock_chimera,SS,0.9800,BOLD:ACK2920.1,Animalia,Arthropoda,Insecta,Diptera,Asilidae,NA,NA,une-28,246,BOLD:ACK2920
526,OTU335_suspect_mock_chimera,SS,0.9800,BOLD:AAG6832.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-28,50,BOLD:AAG6832
527,OTU416_suspect_mock_chimera,GS,100.0,BOLD:AAP6330.1,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus chrysologus,une-28,32,BOLD:AAP6330
528,OTU482_suspect_mock_chimera,GS,98.9,BOLD:AAN5360.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-28,25,BOLD:AAN5360
529,OTU797_suspect_mock_chimera,SS,0.9800,BOLD:ACN2980.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-28,39,BOLD:ACN2980
530,MockIM4_pident=100.0_OTU20,GSL,100.0,BOLD:AAA3364.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,NA,une-29,2173,BOLD:AAA3364
531,OTU41_suspect_mock_chimera,GS,100.0,BOLD:AAH0892.1,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,Cypridopsis vidua,une-29,13394,BOLD:AAH0892
532,OTU44_suspect_mock_variant,GS,100.0,BOLD:AAB1787.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,une-29,556,BOLD:AAB1787
533,OTU58_suspect_mock_chimera,GS,100.0,BOLD:AAR3859.1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,Amphimallon majale,une-29,555,BOLD:AAR3859
534,OTU60_suspect_mock_chimera,GS,99.4,BOLD:AAA2314.8,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pediasia,Pediasia trisecta,une-29,4088,BOLD:AAA2314
535,OTU101_suspect_mock_variant,GS,100.0,BOLD:AAA7026.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Peridea,Peridea ferruginea,une-29,1553,BOLD:AAA7026
536,OTU116_suspect_mock_chimera,US,0.9936,BOLD:AAA3686.6,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,1226,BOLD:AAA3686
537,OTU169_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,une-29,44,BOLD:ACE2171
538,OTU199,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-29,449,None
539,OTU225,US,0.9881,BOLD:ACH4346.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,404,BOLD:ACH4346
540,OTU244,US,1.0000,BOLD:ABY1821.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,132,BOLD:ABY1821
541,OTU262,US,1.0000,None,Animalia,Chordata,Actinopterygii,Clupeiformes,NA,NA,NA,une-29,58,None
542,OTU285,US,1.0000,BOLD:ACO1314.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,262,BOLD:ACO1314
543,OTU296,US,1.0000,BOLD:ACP3896.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,62,BOLD:ACP3896
544,OTU300,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,131,None
545,OTU314,US,0.9916,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,41,BOLD:ACE7661
546,OTU338,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,une-29,175,None
547,OTU386,US,1.0000,BOLD:AAA7188.5,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,79,BOLD:AAA7188
548,OTU391,US,0.9936,BOLD:AAP4827.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,69,BOLD:AAP4827
549,OTU400,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-29,92,BOLD:AAK4381
550,OTU438,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,133,None
551,OTU457,US,1.0000,BOLD:AAV9088.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,124,BOLD:AAV9088
552,OTU500,US,1.0000,BOLD:AAY8024.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,109,BOLD:AAY8024
553,OTU501,US,1.0000,BOLD:AAQ0247.1,Animalia,Chordata,Actinopterygii,Lophiiformes,NA,NA,NA,une-29,81,BOLD:AAQ0247
554,OTU552,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-29,89,None
555,OTU559_suspect_mock_chimera,SS,1.0000,BOLD:AAA2314.11,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,une-29,231,BOLD:AAA2314
556,OTU583,US,1.0000,BOLD:ACX7953.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,80,BOLD:ACX7953
557,OTU588,US,1.0000,BOLD:ACI0816.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,une-29,79,BOLD:ACI0816
558,OTU616,US,1.0000,BOLD:ACA3067.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,74,BOLD:ACA3067
559,OTU682,US,1.0000,None,Animalia,Chordata,Actinopterygii,Acanthuriformes,NA,NA,NA,une-29,63,None
560,OTU713,US,1.0000,BOLD:ACB2928.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,une-29,58,BOLD:ACB2928
561,OTU773,US,1.0000,BOLD:AAI4459.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,43,BOLD:AAI4459
562,OTU817_suspect_mock_chimera,GS,98.3,BOLD:AAV0671.1,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,Cypridopsis vidua,une-29,73,BOLD:AAV0671
563,OTU852,US,1.0000,BOLD:ACX2182.1,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,une-29,32,BOLD:ACX2182
564,OTU857,US,1.0000,BOLD:ACG1352.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,40,BOLD:ACG1352
565,OTU866,US,1.0000,BOLD:ACT5841.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,39,BOLD:ACT5841
566,OTU876,US,1.0000,BOLD:ACA4403.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-29,38,BOLD:ACA4403
567,OTU910,US,1.0000,BOLD:ACA7553.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-29,35,BOLD:ACA7553
568,OTU922,US,0.9925,BOLD:ACG8181.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,une-29,26,BOLD:ACG8181
569,OTU950,US,1.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,une-29,32,None
570,OTU962,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,32,None
571,OTU1034,US,1.0000,BOLD:ABV2601.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-29,27,BOLD:ABV2601
572,OTU1083_suspect_mock_chimera,US,0.9934,BOLD:AAL8216.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,une-29,25,BOLD:AAL8216
573,OTU6_suspect_mock_chimera,GS,99.4,BOLD:ABA9935.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gnophomyia,Gnophomyia tristissima,une-30,76635,BOLD:ABA9935
574,OTU15_suspect_mock_chimera,GS,100.0,BOLD:AAC1238.4,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes hexodontus,une-30,2294,BOLD:AAC1238
575,OTU24_suspect_mock_variant,GS,100.0,BOLD:AAC9531.3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes cantator,une-30,10858,BOLD:AAC9531
576,OTU39_suspect_mock_chimera,GS,100.0,BOLD:AAE3210.3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans,une-30,4070,BOLD:AAE3210
577,OTU42_suspect_mock_chimera,GS,100.0,BOLD:ACI8633.1,Animalia,Arthropoda,Insecta,Diptera,Therevidae,NA,NA,une-30,491,BOLD:ACI8633
578,OTU47_suspect_mock_chimera,GS,100.0,BOLD:AAG8493.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptomyza,Scaptomyza pallida,une-30,718,BOLD:AAG8493
579,OTU61_suspect_mock_chimera,GS,100.0,BOLD:AAB1098.8,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes excrucians,une-30,303,BOLD:AAB1098
580,OTU62_suspect_mock_chimera,GS,100.0,BOLD:ACR7525.1,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,NA,NA,une-30,1218,BOLD:ACR7525
581,OTU66,US,0.9916,BOLD:ACX5234.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-30,779,BOLD:ACX5234
582,OTU74_suspect_mock_chimera,GS,99.4,BOLD:AAF9872.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Syneches,NA,une-30,113,BOLD:AAF9872
583,OTU85_suspect_mock_chimera,GS,98.3,BOLD:AAM6278.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-30,137,BOLD:AAM6278
584,OTU111_suspect_mock_chimera,GS,99.4,BOLD:AAG7276.1,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Leptocera,Leptocera erythrocera,une-30,58,BOLD:AAG7276
585,OTU133_suspect_mock_chimera,GS,100.0,BOLD:AAA3659.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis limitata,une-30,145,BOLD:AAA3659
586,OTU145_suspect_mock_chimera,GS,100.0,BOLD:AAN5882.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,une-30,65,BOLD:AAN5882
587,OTU148_suspect_mock_chimera,GS,100.0,BOLD:AAE2703.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Chymomyza,Chymomyza amoena,une-30,26,BOLD:AAE2703
588,OTU157_suspect_mock_chimera,GS,100.0,BOLD:AAG8491.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptomyza,Scaptomyza adusta,une-30,118,BOLD:AAG8491
589,OTU233_suspect_mock_chimera,SS,0.9900,BOLD:AAF9775.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-30,155,BOLD:AAF9775
590,OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAC2499.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,une-30,26,BOLD:AAC2499
591,OTU288_suspect_mock_chimera,GS,99.4,BOLD:AAG0822.1,Animalia,Arthropoda,Insecta,Diptera,Coelopidae,Coelopa,Coelopa frigida,une-30,77,BOLD:AAG0822
592,OTU309_suspect_mock_chimera,GS,100.0,BOLD:AAF6798.5,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius denticulatus,une-30,44,BOLD:AAF6798
593,OTU361_suspect_mock_chimera,GS,100.0,BOLD:ACI2800.2,Animalia,Arthropoda,Insecta,Diptera,Empididae,NA,NA,une-30,74,BOLD:ACI2800
594,OTU365_suspect_mock_chimera,GS,100.0,BOLD:AAG5639.1,Animalia,Arthropoda,Insecta,Diptera,Sepsidae,Sepsis,Sepsis punctum,une-30,108,BOLD:AAG5639
595,OTU373_suspect_mock_chimera,GS,99.4,BOLD:AAI1351.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila inornata,une-30,90,BOLD:AAI1351
596,OTU385_suspect_mock_chimera,GS,100.0,BOLD:AAN5316.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,une-30,60,BOLD:AAN5316
597,OTU413_suspect_mock_chimera,GS,100.0,BOLD:AAB9632.2,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Hypatopa,Hypatopa simplicella,une-30,43,BOLD:AAB9632
598,OTU435_suspect_mock_chimera,GSL,100.0,BOLD:AAP4736.1,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Exechia,Exechia frigida,une-30,97,BOLD:AAP4736
599,OTU443_suspect_mock_chimera,GSL,100.0,BOLD:ACF2821.1,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila perpallida,une-30,48,BOLD:ACF2821
600,OTU544_suspect_mock_chimera,GS,100.0,BOLD:AAG2757.1,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,NA,NA,une-30,25,BOLD:AAG2757
601,OTU551_suspect_mock_chimera,GS,100.0,BOLD:AAG1772.1,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia apicata,une-30,30,BOLD:AAG1772
602,OTU570_suspect_mock_chimera,GS,100.0,BOLD:AAM8972.1,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,NA,une-30,54,BOLD:AAM8972
603,OTU618_suspect_mock_chimera,GS,99.4,BOLD:AAG2647.9,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,une-30,53,BOLD:AAG2647
604,OTU672_suspect_mock_chimera,GS,100.0,BOLD:ACV5349.4,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-30,65,BOLD:ACV5349
605,OTU709_suspect_mock_chimera,GS,97.2,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,une-30,60,BOLD:AAA2383
606,OTU752_suspect_mock_chimera,SS,0.8900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-30,51,BOLD:ABW4215
607,OTU808_suspect_mock_chimera,GS,100.0,BOLD:AAM6289.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-30,44,BOLD:AAM6289
608,OTU818_suspect_mock_chimera,GS,99.4,BOLD:AAF9849.1,Animalia,Arthropoda,Insecta,Diptera,Empididae,NA,NA,une-30,44,BOLD:AAF9849
609,OTU819_suspect_mock_chimera,GS,98.9,BOLD:AAP6549.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,une-30,44,BOLD:AAP6549
610,OTU963,US,1.0000,BOLD:AAP7192.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-30,31,BOLD:AAP7192
611,OTU985_suspect_mock_chimera,SS,0.9700,BOLD:ACZ8206.2,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Scatella,NA,une-30,30,BOLD:ACZ8206
612,OTU1054_suspect_mock_chimera,SS,0.9900,BOLD:ACM3626.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-30,26,BOLD:ACM3626
613,OTU1084_suspect_mock_chimera,SS,0.9600,BOLD:AAE3958.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-30,26,BOLD:AAE3958
614,OTU1085_suspect_mock_chimera,GS,99.4,BOLD:AAV5853.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-30,25,BOLD:AAV5853
615,OTU1_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,une-31,17802,BOLD:AAI1345
616,OTU24_suspect_mock_variant,GS,100.0,BOLD:AAC9531.3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes cantator,une-31,1851,BOLD:AAC9531
